  4263 1495299171.13614: Loading Connection 'network_cli' from /usr/lib/python2.7/dist-packages/ansible/plugins/connection/network_cli.py
  4263 1495299171.13994: Loading ShellModule 'csh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/csh.py
  4263 1495299171.14062: Loading ShellModule 'fish' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/fish.py
  4263 1495299171.14117: Loading ShellModule 'powershell' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/powershell.py
  4263 1495299171.14135: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py
  4263 1495299171.14208: Loading ShellModule 'sh' from /usr/lib/python2.7/dist-packages/ansible/plugins/shell/sh.py (found_in_cache=True, class_only=False)
  4263 1495299171.46134: Loading TerminalModule 'ios' from /usr/lib/python2.7/dist-packages/ansible/plugins/terminal/ios.py
2017-05-20 16:53:21,257 p=4291 u=vagrant |    4291 1495299201.25655: starting run
2017-05-20 17:04:13,876 p=5389 u=vagrant |  socket operation is EXEC
2017-05-20 17:04:13,880 p=5387 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:04:13,881 p=5387 u=vagrant |  socket operation is EXEC
2017-05-20 17:04:13,889 p=5385 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:04:13,889 p=5385 u=vagrant |  socket operation is EXEC
2017-05-20 17:04:17,779 p=5384 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:04:17,798 p=5369 u=vagrant |  ok: [E1]
2017-05-20 17:04:18,014 p=5525 u=vagrant |  creating new control socket for host 172.16.1.122:22 as user cisco
2017-05-20 17:04:18,014 p=5525 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/19d56e3a1b
2017-05-20 17:04:18,015 p=5525 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:04:18,015 p=5525 u=vagrant |  using connection plugin network_cli
2017-05-20 17:04:18,511 p=5525 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:04:18,517 p=5525 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:04:18,517 p=5525 u=vagrant |  connection established to 172.16.1.122 in 0:00:00.502785
2017-05-20 17:04:18,981 p=5387 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:04:19,000 p=5369 u=vagrant |  ok: [PE1]
2017-05-20 17:04:19,008 p=5525 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:04:19,008 p=5525 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:04:19,009 p=5525 u=vagrant |  updating play_context for connection
2017-05-20 17:04:19,009 p=5525 u=vagrant |  socket operation is EXEC
2017-05-20 17:04:19,009 p=5525 u=vagrant |  attempting to open shell to device
2017-05-20 17:04:19,627 p=5525 u=vagrant |  shell successfully opened
2017-05-20 17:04:19,627 p=5525 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:04:19,768 p=5525 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:04:19,768 p=5525 u=vagrant |  socket operation is EXEC
2017-05-20 17:04:20,143 p=5388 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:04:20,166 p=5369 u=vagrant |  ok: [E3]
2017-05-20 17:04:20,722 p=5385 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:04:20,723 p=5389 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:04:20,754 p=5369 u=vagrant |  ok: [E4]
2017-05-20 17:04:20,758 p=5369 u=vagrant |  ok: [E2]
2017-05-20 17:04:22,802 p=5525 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:04:22,817 p=5369 u=vagrant |  ok: [PE2]
2017-05-20 17:04:22,823 p=5369 u=vagrant |  TASK [Save configuration to local file] ************************************************************
2017-05-20 17:04:24,934 p=5369 u=vagrant |  changed: [E3 -> localhost]
2017-05-20 17:04:24,946 p=5369 u=vagrant |  changed: [PE1 -> localhost]
2017-05-20 17:04:24,951 p=5369 u=vagrant |  changed: [E1 -> localhost]
2017-05-20 17:04:24,953 p=5369 u=vagrant |  changed: [E2 -> localhost]
2017-05-20 17:04:24,967 p=5369 u=vagrant |  changed: [E4 -> localhost]
2017-05-20 17:04:25,316 p=5369 u=vagrant |  changed: [PE2 -> localhost]
2017-05-20 17:04:25,326 p=5369 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 17:04:25,326 p=5369 u=vagrant |  E1                         : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:04:25,327 p=5369 u=vagrant |  E2                         : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:04:25,328 p=5369 u=vagrant |  E3                         : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:04:25,328 p=5369 u=vagrant |  E4                         : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:04:25,328 p=5369 u=vagrant |  PE1                        : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:04:25,329 p=5369 u=vagrant |  PE2                        : ok=2    changed=1    unreachable=0    failed=0   
2017-05-20 17:04:47,785 p=5384 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:04:47,785 p=5384 u=vagrant |  closing shell on device
2017-05-20 17:04:47,786 p=5384 u=vagrant |  shutting down control socket, connection was active for 0:00:36.021222 secs
2017-05-20 17:04:47,786 p=5384 u=vagrant |  closing connection
2017-05-20 17:04:47,786 p=5384 u=vagrant |  closing shell on device
2017-05-20 17:04:48,986 p=5387 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:04:48,986 p=5387 u=vagrant |  closing shell on device
2017-05-20 17:04:48,987 p=5387 u=vagrant |  shutting down control socket, connection was active for 0:00:37.194273 secs
2017-05-20 17:04:48,987 p=5387 u=vagrant |  closing connection
2017-05-20 17:04:48,987 p=5387 u=vagrant |  closing shell on device
2017-05-20 17:04:50,148 p=5388 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:04:50,148 p=5388 u=vagrant |  closing shell on device
2017-05-20 17:04:50,149 p=5388 u=vagrant |  shutting down control socket, connection was active for 0:00:38.352923 secs
2017-05-20 17:04:50,149 p=5388 u=vagrant |  closing connection
2017-05-20 17:04:50,149 p=5388 u=vagrant |  closing shell on device
2017-05-20 17:04:50,729 p=5385 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:04:50,729 p=5385 u=vagrant |  closing shell on device
2017-05-20 17:04:50,730 p=5385 u=vagrant |  shutting down control socket, connection was active for 0:00:38.968398 secs
2017-05-20 17:04:50,730 p=5385 u=vagrant |  closing connection
2017-05-20 17:04:50,730 p=5385 u=vagrant |  closing shell on device
2017-05-20 17:04:50,730 p=5389 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:04:50,730 p=5389 u=vagrant |  closing shell on device
2017-05-20 17:04:50,731 p=5389 u=vagrant |  shutting down control socket, connection was active for 0:00:38.894623 secs
2017-05-20 17:04:50,731 p=5389 u=vagrant |  closing connection
2017-05-20 17:04:50,731 p=5389 u=vagrant |  closing shell on device
2017-05-20 17:04:52,806 p=5525 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:04:52,807 p=5525 u=vagrant |  closing shell on device
2017-05-20 17:04:52,807 p=5525 u=vagrant |  shutting down control socket, connection was active for 0:00:34.792402 secs
2017-05-20 17:04:52,807 p=5525 u=vagrant |  closing connection
2017-05-20 17:04:52,807 p=5525 u=vagrant |  closing shell on device
2017-05-20 17:11:21,788 p=5898 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 17:11:21,803 p=5898 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 17:11:23,373 p=5914 u=vagrant |  creating new control socket for host 172.16.1.111:22 as user cisco
2017-05-20 17:11:23,373 p=5914 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/47f8092613
2017-05-20 17:11:23,373 p=5914 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:11:23,373 p=5914 u=vagrant |  using connection plugin network_cli
2017-05-20 17:11:23,376 p=5913 u=vagrant |  creating new control socket for host 172.16.1.110:22 as user cisco
2017-05-20 17:11:23,376 p=5913 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d537d3ea98
2017-05-20 17:11:23,376 p=5913 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:11:23,377 p=5913 u=vagrant |  using connection plugin network_cli
2017-05-20 17:11:23,419 p=5915 u=vagrant |  creating new control socket for host 172.16.1.112:22 as user cisco
2017-05-20 17:11:23,420 p=5915 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/e3a1e35360
2017-05-20 17:11:23,420 p=5915 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:11:23,420 p=5915 u=vagrant |  using connection plugin network_cli
2017-05-20 17:11:23,499 p=5916 u=vagrant |  creating new control socket for host 172.16.1.120:22 as user cisco
2017-05-20 17:11:23,500 p=5916 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/62784bd107
2017-05-20 17:11:23,500 p=5916 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:11:23,500 p=5916 u=vagrant |  using connection plugin network_cli
2017-05-20 17:11:23,552 p=5917 u=vagrant |  creating new control socket for host 172.16.1.121:22 as user cisco
2017-05-20 17:11:23,553 p=5917 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d174acf9c7
2017-05-20 17:11:23,553 p=5917 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:11:23,553 p=5917 u=vagrant |  using connection plugin network_cli
2017-05-20 17:11:24,209 p=5914 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:11:24,216 p=5914 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:11:24,216 p=5914 u=vagrant |  connection established to 172.16.1.111 in 0:00:00.843119
2017-05-20 17:11:24,222 p=5913 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:11:24,229 p=5913 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:11:24,229 p=5913 u=vagrant |  connection established to 172.16.1.110 in 0:00:00.852648
2017-05-20 17:11:24,357 p=5914 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:24,357 p=5913 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:24,358 p=5913 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:11:24,358 p=5913 u=vagrant |  updating play_context for connection
2017-05-20 17:11:24,358 p=5914 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:11:24,359 p=5914 u=vagrant |  updating play_context for connection
2017-05-20 17:11:24,359 p=5913 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:24,359 p=5913 u=vagrant |  attempting to open shell to device
2017-05-20 17:11:24,360 p=5914 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:24,360 p=5914 u=vagrant |  attempting to open shell to device
2017-05-20 17:11:24,542 p=5917 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:11:24,548 p=5915 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:11:24,550 p=5916 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:11:24,557 p=5917 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:11:24,560 p=5917 u=vagrant |  connection established to 172.16.1.121 in 0:00:01.006720
2017-05-20 17:11:24,569 p=5915 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:11:24,569 p=5916 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:11:24,569 p=5915 u=vagrant |  connection established to 172.16.1.112 in 0:00:01.149151
2017-05-20 17:11:24,569 p=5916 u=vagrant |  connection established to 172.16.1.120 in 0:00:01.069253
2017-05-20 17:11:24,737 p=5914 u=vagrant |  shell successfully opened
2017-05-20 17:11:24,737 p=5914 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:24,747 p=5913 u=vagrant |  shell successfully opened
2017-05-20 17:11:24,747 p=5913 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:25,207 p=5914 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:25,208 p=5913 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:25,208 p=5914 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:25,208 p=5913 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:25,417 p=5915 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:25,417 p=5915 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:11:25,418 p=5915 u=vagrant |  updating play_context for connection
2017-05-20 17:11:25,418 p=5915 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:25,419 p=5915 u=vagrant |  attempting to open shell to device
2017-05-20 17:11:25,491 p=5916 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:25,491 p=5916 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:11:25,492 p=5916 u=vagrant |  updating play_context for connection
2017-05-20 17:11:25,492 p=5916 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:25,492 p=5916 u=vagrant |  attempting to open shell to device
2017-05-20 17:11:25,549 p=5917 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:25,549 p=5917 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:11:25,550 p=5917 u=vagrant |  updating play_context for connection
2017-05-20 17:11:25,550 p=5917 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:25,551 p=5917 u=vagrant |  attempting to open shell to device
2017-05-20 17:11:25,707 p=5915 u=vagrant |  shell successfully opened
2017-05-20 17:11:25,707 p=5915 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:25,884 p=5915 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:25,884 p=5915 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:25,977 p=5917 u=vagrant |  shell successfully opened
2017-05-20 17:11:25,977 p=5917 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:26,036 p=5916 u=vagrant |  shell successfully opened
2017-05-20 17:11:26,036 p=5916 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:26,435 p=5917 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:26,436 p=5917 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:26,456 p=5916 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:26,457 p=5916 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:30,847 p=5914 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:30,875 p=5898 u=vagrant |  ok: [E2]
2017-05-20 17:11:31,125 p=6062 u=vagrant |  creating new control socket for host 172.16.1.122:22 as user cisco
2017-05-20 17:11:31,132 p=6062 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/19d56e3a1b
2017-05-20 17:11:31,132 p=6062 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:11:31,134 p=6062 u=vagrant |  using connection plugin network_cli
2017-05-20 17:11:31,935 p=5917 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:31,954 p=5898 u=vagrant |  ok: [E4]
2017-05-20 17:11:32,025 p=5913 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:32,046 p=5898 u=vagrant |  ok: [E1]
2017-05-20 17:11:32,054 p=6062 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:11:32,060 p=6062 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:11:32,060 p=6062 u=vagrant |  connection established to 172.16.1.122 in 0:00:00.926123
2017-05-20 17:11:32,107 p=6062 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:32,108 p=6062 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:11:32,108 p=6062 u=vagrant |  updating play_context for connection
2017-05-20 17:11:32,109 p=6062 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:32,109 p=6062 u=vagrant |  attempting to open shell to device
2017-05-20 17:11:32,172 p=5915 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:32,199 p=5898 u=vagrant |  ok: [PE1]
2017-05-20 17:11:32,291 p=6062 u=vagrant |  shell successfully opened
2017-05-20 17:11:32,291 p=6062 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:32,421 p=6062 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:11:32,421 p=6062 u=vagrant |  socket operation is EXEC
2017-05-20 17:11:32,777 p=5916 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:32,793 p=5898 u=vagrant |  ok: [E3]
2017-05-20 17:11:34,914 p=6062 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:11:34,930 p=5898 u=vagrant |  ok: [PE2]
2017-05-20 17:11:34,934 p=5898 u=vagrant |  TASK [Save configuration to local file] ************************************************************
2017-05-20 17:11:37,396 p=5898 u=vagrant |  ok: [E3 -> localhost]
2017-05-20 17:11:37,409 p=5898 u=vagrant |  ok: [PE1 -> localhost]
2017-05-20 17:11:37,415 p=5898 u=vagrant |  ok: [E4 -> localhost]
2017-05-20 17:11:37,423 p=5898 u=vagrant |  ok: [E2 -> localhost]
2017-05-20 17:11:37,428 p=5898 u=vagrant |  ok: [E1 -> localhost]
2017-05-20 17:11:37,779 p=5898 u=vagrant |  ok: [PE2 -> localhost]
2017-05-20 17:11:37,787 p=5898 u=vagrant |  PLAY RECAP *****************************************************************************************
2017-05-20 17:11:37,787 p=5898 u=vagrant |  E1                         : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:11:37,788 p=5898 u=vagrant |  E2                         : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:11:37,789 p=5898 u=vagrant |  E3                         : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:11:37,789 p=5898 u=vagrant |  E4                         : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:11:37,790 p=5898 u=vagrant |  PE1                        : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:11:37,790 p=5898 u=vagrant |  PE2                        : ok=2    changed=0    unreachable=0    failed=0   
2017-05-20 17:12:00,854 p=5914 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:12:00,855 p=5914 u=vagrant |  closing shell on device
2017-05-20 17:12:00,855 p=5914 u=vagrant |  shutting down control socket, connection was active for 0:00:37.481557 secs
2017-05-20 17:12:00,855 p=5914 u=vagrant |  closing connection
2017-05-20 17:12:00,855 p=5914 u=vagrant |  closing shell on device
2017-05-20 17:12:01,942 p=5917 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:12:01,943 p=5917 u=vagrant |  closing shell on device
2017-05-20 17:12:01,943 p=5917 u=vagrant |  shutting down control socket, connection was active for 0:00:38.390056 secs
2017-05-20 17:12:01,943 p=5917 u=vagrant |  closing connection
2017-05-20 17:12:01,943 p=5917 u=vagrant |  closing shell on device
2017-05-20 17:12:02,030 p=5913 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:12:02,030 p=5913 u=vagrant |  closing shell on device
2017-05-20 17:12:02,031 p=5913 u=vagrant |  shutting down control socket, connection was active for 0:00:38.654202 secs
2017-05-20 17:12:02,031 p=5913 u=vagrant |  closing connection
2017-05-20 17:12:02,031 p=5913 u=vagrant |  closing shell on device
2017-05-20 17:12:02,177 p=5915 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:12:02,178 p=5915 u=vagrant |  closing shell on device
2017-05-20 17:12:02,178 p=5915 u=vagrant |  shutting down control socket, connection was active for 0:00:38.757999 secs
2017-05-20 17:12:02,178 p=5915 u=vagrant |  closing connection
2017-05-20 17:12:02,178 p=5915 u=vagrant |  closing shell on device
2017-05-20 17:12:02,782 p=5916 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:12:02,782 p=5916 u=vagrant |  closing shell on device
2017-05-20 17:12:02,782 p=5916 u=vagrant |  shutting down control socket, connection was active for 0:00:39.282317 secs
2017-05-20 17:12:02,783 p=5916 u=vagrant |  closing connection
2017-05-20 17:12:02,783 p=5916 u=vagrant |  closing shell on device
2017-05-20 17:12:04,920 p=6062 u=vagrant |  closing shell due to sigalarm
2017-05-20 17:12:04,921 p=6062 u=vagrant |  closing shell on device
2017-05-20 17:12:04,921 p=6062 u=vagrant |  shutting down control socket, connection was active for 0:00:33.787541 secs
2017-05-20 17:12:04,921 p=6062 u=vagrant |  closing connection
2017-05-20 17:12:04,921 p=6062 u=vagrant |  closing shell on device
2017-05-20 17:12:52,938 p=6413 u=vagrant |  PLAY [Get device configuration] ********************************************************************
2017-05-20 17:12:52,952 p=6413 u=vagrant |  TASK [Grab configuration] **************************************************************************
2017-05-20 17:12:54,108 p=6429 u=vagrant |  creating new control socket for host 172.16.1.111:22 as user cisco
2017-05-20 17:12:54,108 p=6429 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/47f8092613
2017-05-20 17:12:54,108 p=6429 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:12:54,109 p=6429 u=vagrant |  using connection plugin network_cli
2017-05-20 17:12:54,131 p=6428 u=vagrant |  creating new control socket for host 172.16.1.110:22 as user cisco
2017-05-20 17:12:54,132 p=6428 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d537d3ea98
2017-05-20 17:12:54,132 p=6428 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:12:54,132 p=6428 u=vagrant |  using connection plugin network_cli
2017-05-20 17:12:54,187 p=6430 u=vagrant |  creating new control socket for host 172.16.1.120:22 as user cisco
2017-05-20 17:12:54,187 p=6430 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/62784bd107
2017-05-20 17:12:54,187 p=6430 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:12:54,188 p=6430 u=vagrant |  using connection plugin network_cli
2017-05-20 17:12:54,205 p=6431 u=vagrant |  creating new control socket for host 172.16.1.112:22 as user cisco
2017-05-20 17:12:54,205 p=6431 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/e3a1e35360
2017-05-20 17:12:54,205 p=6431 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:12:54,205 p=6431 u=vagrant |  using connection plugin network_cli
2017-05-20 17:12:54,296 p=6432 u=vagrant |  creating new control socket for host 172.16.1.121:22 as user cisco
2017-05-20 17:12:54,296 p=6432 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/d174acf9c7
2017-05-20 17:12:54,297 p=6432 u=vagrant |  current working directory is /vagrant/Examples/Config-to-Git
2017-05-20 17:12:54,297 p=6432 u=vagrant |  using connection plugin network_cli
2017-05-20 17:12:54,724 p=6428 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:12:54,728 p=6428 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:12:54,729 p=6428 u=vagrant |  connection established to 172.16.1.110 in 0:00:00.596843
2017-05-20 17:12:54,868 p=6429 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:12:54,873 p=6429 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:12:54,873 p=6429 u=vagrant |  connection established to 172.16.1.111 in 0:00:00.764585
2017-05-20 17:12:54,878 p=6430 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:12:54,882 p=6430 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:12:54,883 p=6430 u=vagrant |  connection established to 172.16.1.120 in 0:00:00.695045
2017-05-20 17:12:54,929 p=6432 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:12:54,933 p=6432 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:12:54,933 p=6432 u=vagrant |  connection established to 172.16.1.121 in 0:00:00.636709
2017-05-20 17:12:54,963 p=6431 u=vagrant |  ssh connection done, setting terminal
2017-05-20 17:12:54,967 p=6431 u=vagrant |  ssh connection has completed successfully
2017-05-20 17:12:54,967 p=6431 u=vagrant |  connection established to 172.16.1.112 in 0:00:00.761866
2017-05-20 17:12:55,098 p=6429 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:55,098 p=6429 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:12:55,099 p=6429 u=vagrant |  updating play_context for connection
2017-05-20 17:12:55,099 p=6429 u=vagrant |  socket operation is EXEC
2017-05-20 17:12:55,099 p=6429 u=vagrant |  attempting to open shell to device
2017-05-20 17:12:55,122 p=6428 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:55,122 p=6428 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:12:55,123 p=6428 u=vagrant |  updating play_context for connection
2017-05-20 17:12:55,123 p=6428 u=vagrant |  socket operation is EXEC
2017-05-20 17:12:55,123 p=6428 u=vagrant |  attempting to open shell to device
2017-05-20 17:12:55,181 p=6430 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:55,181 p=6430 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:12:55,182 p=6430 u=vagrant |  updating play_context for connection
2017-05-20 17:12:55,182 p=6430 u=vagrant |  socket operation is EXEC
2017-05-20 17:12:55,182 p=6430 u=vagrant |  attempting to open shell to device
2017-05-20 17:12:55,195 p=6431 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:55,196 p=6431 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:12:55,196 p=6431 u=vagrant |  updating play_context for connection
2017-05-20 17:12:55,196 p=6431 u=vagrant |  socket operation is EXEC
2017-05-20 17:12:55,197 p=6431 u=vagrant |  attempting to open shell to device
2017-05-20 17:12:55,217 p=6429 u=vagrant |  shell successfully opened
2017-05-20 17:12:55,217 p=6429 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:12:55,275 p=6432 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:55,275 p=6432 u=vagrant |  socket operation is CONTEXT
2017-05-20 17:12:55,276 p=6432 u=vagrant |  updating play_context for connection
2017-05-20 17:12:55,276 p=6432 u=vagrant |  socket operation is EXEC
2017-05-20 17:12:55,277 p=6432 u=vagrant |  attempting to open shell to device
2017-05-20 17:12:55,301 p=6428 u=vagrant |  shell successfully opened
2017-05-20 17:12:55,302 p=6428 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:12:55,378 p=6431 u=vagrant |  shell successfully opened
2017-05-20 17:12:55,379 p=6431 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:12:55,395 p=6430 u=vagrant |  shell successfully opened
2017-05-20 17:12:55,395 p=6430 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:12:55,486 p=6432 u=vagrant |  shell successfully opened
2017-05-20 17:12:55,486 p=6432 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:12:56,133 p=6431 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:56,133 p=6431 u=vagrant |  socket operation is EXEC
2017-05-20 17:12:56,144 p=6430 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:56,144 p=6430 u=vagrant |  socket operation is EXEC
2017-05-20 17:12:56,147 p=6428 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:56,147 p=6428 u=vagrant |  socket operation is EXEC
2017-05-20 17:12:56,153 p=6429 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:56,153 p=6429 u=vagrant |  socket operation is EXEC
2017-05-20 17:12:56,179 p=6432 u=vagrant |  incoming request accepted on persistent socket
2017-05-20 17:12:56,179 p=6432 u=vagrant |  socket operation is EXEC
2017-05-20 17:13:01,195 p=6430 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:13:01,222 p=6413 u=vagrant |  ok: [E3]
2017-05-20 17:13:01,357 p=6431 u=vagrant |  socket operation completed with rc 0
2017-05-20 17:13:01,398 p=6413 u=vagrant |  ok: [PE1]
2017-05-20 17:13:01,501 p=6567 u=vagrant |  creating new control socket for host 172.16.1.122:22 as user cisco
2017-05-20 17:13:01,503 p=6567 u=vagrant |  control socket path is /home/vagrant/.ansible/pc/19d56e3a1b
